lng	lat	count
114.3495042793	34.8207373946	97
114.3500516201	34.8202127081	245
114.3478180888	34.8207879639	103
114.3512287168	34.8196251006	60
114.3611164729	34.818269183	11
114.3510354346	34.8207263661	183
114.3612917508	34.8185637022	204
114.3474159685	34.8199097386	63
114.3480369959	34.8193967363	208
114.3586979655	34.8215420075	240
114.3511633449	34.8212146476	6
114.3613892241	34.8201613817	41
114.3410921467	34.8185046401	67
114.3561175474	34.8201167378	139
114.3547812951	34.8202307342	169
114.3491829364	34.8198286452	234
114.3462639339	34.8173541633	234
114.3610973306	34.8215278783	233
114.3423582531	34.8187075584	235
114.3577971135	34.8200655803	9
114.3516211609	34.819209049	192
114.3587374728	34.8178015681	180
114.3452601027	34.8199751648	159
114.3606111832	34.820584369	227
114.3452548803	34.8208594847	187
114.3472528973	34.8214487034	156
114.3548396199	34.8186903658	151
114.3448046755	34.8193473385	191
114.3563731145	34.8182090402	157
114.3498137804	34.8183962438	112
114.3531255451	34.8178184671	160
114.3437420703	34.8196459077	194
114.3461130158	34.8206262371	176
114.3500270641	34.8176322039	148
114.3426764985	34.8164770871	64
114.3469808323	34.8211148615	209
114.3421659835	34.8213187228	243
114.358444058	34.8164433003	42
114.3533351749	34.8179259844	68
114.3552497765	34.8186595723	72
114.3608634635	34.8184759075	76
114.3612746049	34.8184329614	98
114.3425869457	34.8206837697	249
114.3618702863	34.8179266017	186
114.3596618943	34.8181998697	95
114.356165223	34.821416967	41
114.3482445934	34.8199054443	124
114.3581435954	34.8211901375	106
114.3537109623	34.8203742585	218
114.3610041212	34.8203263978	213
114.3480156575	34.8165232292	10
114.3500256375	34.8195634249	50
114.3573117978	34.8178351091	142
114.349698401	34.8191197844	193
114.3561431481	34.8215740511	132
114.3551295774	34.8176047648	156
114.3426579512	34.81814431	7
114.3546160427	34.8181824796	196
114.3501482853	34.8193000061	94
114.3459084566	34.8169187485	32
114.3436025719	34.8206958908	10
114.3572908157	34.819016417	143
114.3573435638	34.8214028151	95
114.3446515326	34.8201256839	15
114.357332126	34.8167481643	220
114.3552343825	34.8177377016	201
114.3562149153	34.8170152194	230
114.3530334153	34.8210473755	50
114.3561892287	34.8162146733	206
114.3586464263	34.8200312821	176
114.3505080416	34.8168367682	94
114.3419553379	34.8183148595	226
114.351686457	34.8176143882	216
114.3580200871	34.8180475377	218
114.3560926211	34.8178393671	53
114.3455204095	34.8191940654	230
114.3513952136	34.8185262004	237
114.3476811795	34.8207288238	35
114.3442363064	34.8171822982	99
114.3587723854	34.818328593	218
114.35203649	34.817370289	242
114.3603752545	34.8194078729	241
114.3435805366	34.8173466294	69
114.3418516404	34.8197094336	9
114.3453440577	34.8199262581	87
114.3491155097	34.8215383943	184
114.3498921656	34.8214159207	70
114.3535736768	34.8202776153	61
114.3585253188	34.8209636845	70
114.3418959213	34.8207015616	51
114.3434842815	34.821490762	161
114.3522867639	34.8195756493	201
114.3458149658	34.8202108613	88
114.3419900855	34.8194050889	111
114.3585777396	34.8201184806	173
114.3488567325	34.8194895897	91
114.3609867351	34.8187679819	66
114.3537347211	34.8212341894	30
114.3608413031	34.8215397667	20
114.3528956457	34.8164186925	71
114.3479414196	34.8180797711	246
114.3426176891	34.8166857797	55
114.3449469645	34.8206181817	178
114.3592395061	34.8182934538	98
114.3595917468	34.8194169594	24
114.3470255048	34.8179899314	235
114.3424141112	34.8161298288	121
114.3465307481	34.8169517294	199
114.3607979374	34.8213441977	166
114.3461141449	34.816315218	162
114.3516146383	34.81990057	242
114.3528952716	34.8168281795	119
114.3446780952	34.8202033307	124
114.3596553159	34.8209200806	134
114.3506932155	34.8208102462	166
114.3510791873	34.8161098393	180
114.3550370895	34.8206606377	65
114.3501800628	34.821391884	44
114.361366954	34.8187358475	155
114.3612840396	34.8173957692	39
114.3536832954	34.8213993598	228
114.3426542781	34.8212718684	115
114.3598635219	34.8209891571	84
114.348756527	34.8190583954	21
114.3495196912	34.8194447725	236
114.358376268	34.8205801779	180
114.3480950475	34.8201562252	212
114.3413861492	34.8180975687	230
114.3531099352	34.8211629516	48
114.3441252205	34.8169717348	42
114.3437463447	34.8214779931	209
114.3500930746	34.8215338515	227
114.3492690941	34.8179131366	62
114.352532876	34.817316315	16
114.3573575382	34.8197790704	11
114.3462790266	34.8203050753	178
114.3504105234	34.8187096726	110
114.3471210803	34.8205605434	129
114.3413370192	34.8185428478	223
114.3456597694	34.8207321457	7
114.3509941297	34.8162257901	62
114.3542035566	34.8162911831	189
114.341163993	34.8173551307	110
114.3453670709	34.8189987559	132
114.3483237298	34.8178401685	5
114.3522118614	34.8182186081	148
114.3413882941	34.8199338098	180
114.354677893	34.8192015215	212
114.3469160729	34.8196519715	249
114.3450715021	34.8166778886	145
114.3485423287	34.8196178	90
114.3570373309	34.8183094152	98
114.3608574107	34.8182590705	49
114.3456492581	34.8204209642	48
114.3518829067	34.8204410206	13
114.3596854209	34.8166559841	166
114.3539925213	34.8180702447	118
114.3507067771	34.8191187044	223
114.3549707546	34.8214243219	186
114.3586231246	34.819648637	130
114.3502431545	34.8187029726	57
114.3429801727	34.8183268909	213
114.3454111925	34.8175086524	35
114.3455632601	34.8168936669	142
114.3620354553	34.8208425237	102
114.347803801	34.8195750761	170
114.3497666779	34.8209125623	135
114.3516954951	34.8199632401	44
114.3492490151	34.8210298891	244
114.3433396205	34.8188678566	98
114.3617507162	34.8202820137	236
114.3433387617	34.8165563519	108
114.3486154409	34.8192160869	174
114.3489053774	34.8161082076	62
114.3506160469	34.8186521312	5
114.3424068725	34.817085663	39
114.3496041225	34.8196568618	162
114.362002897	34.8200370902	34
114.3551788236	34.816802655	78
114.3617601533	34.819023758	139
114.3563739525	34.8163075386	174
114.3467393271	34.8215918141	171
114.3454792558	34.8195505501	35
114.3454299175	34.8168001503	46
114.3578615277	34.8176036744	72
114.348637221	34.8215515506	246
114.3615156701	34.8186139515	4
114.3594587445	34.8214999652	130
114.3568826763	34.8213360267	35
114.3488519609	34.8213763105	239
114.3562568832	34.8182373956	230
114.3514503349	34.8212892576	61
114.3570003584	34.8197557113	111
114.3607346409	34.8208443547	216
114.3602253423	34.819238655	182
114.3584607412	34.8197215137	45
114.3524777339	34.8174667247	233
114.3592999367	34.8182893552	8
114.356485031	34.8161838501	65
114.3621597916	34.8204559803	46
114.3573177282	34.8164009665	153
114.3599826346	34.8215840233	92
114.3570775962	34.819544329	137
114.3529962529	34.8170343577	196
114.3599472528	34.8162241979	185
114.3558672024	34.8199121927	236
114.3467381553	34.8216164904	219
114.3612189171	34.8167614968	24
114.3609281928	34.8178827174	16
114.3451035783	34.8177716277	198
114.3492251106	34.8183162006	175
114.3599262396	34.8164887388	59
114.3485907857	34.8195063279	127
114.3561607585	34.819173663	85
114.3617822529	34.8162723807	226
114.3576616344	34.818760782	111
114.358892034	34.8191477104	45
114.3500158286	34.8175534565	109
114.3585801341	34.819817748	51
114.3562590557	34.8209927555	189
114.3563888789	34.8212511565	231
114.3585942874	34.8197599081	116
114.3493740802	34.8171964853	64
114.3480224139	34.8202181534	168
114.349830776	34.8161617349	177
114.3432043949	34.8170896935	53
114.3593429133	34.8204812805	12
114.3520389844	34.8161383003	236
114.3429284514	34.8170409646	45
114.3552502746	34.8162794657	57
114.3599810597	34.8189386975	199
114.3554031445	34.8185193337	46
114.3486311304	34.8191588823	51
114.3440572068	34.8173019606	25
114.3563669128	34.8165706874	241
114.3558421489	34.8215301738	167
114.3456372886	34.8204778787	46
114.3479660232	34.8190765974	176
114.3569214884	34.8163250542	212
114.3538804038	34.8212095659	66
114.3411411366	34.8164973403	203
114.3413020335	34.8172190265	196
114.3437011006	34.8190861367	159
114.3618213149	34.8182733314	246
114.3441860988	34.8181609711	17
114.3487925705	34.821657057	110
114.3542157928	34.8202094543	76
114.3433520728	34.8209029805	218
114.3545776957	34.8207956038	36
114.3551980542	34.8172096291	35
114.3552733953	34.8175630041	134
114.3530466044	34.8180088057	35
114.3568601826	34.8179904403	64
114.3462663492	34.8162208778	131
114.3592683641	34.8170359036	115
114.3607622978	34.8196554218	154
114.3491326345	34.8178317423	20
114.3564894487	34.8197755763	155
114.3490615501	34.8187808124	248
114.3504101621	34.8193733519	40
114.3525569967	34.8196743829	237
114.3483850469	34.8162901394	56
114.3470390499	34.8211033742	26
114.3534940806	34.8212264756	4
114.3481807438	34.8174520512	35
114.3462403152	34.8185531988	248
114.3531341799	34.8201713363	151
114.3604371838	34.8176431277	202
114.3475822995	34.8182967648	2
114.3541715739	34.8196712021	160
114.3418200622	34.8175350338	217
114.347340574	34.819858537	99
114.3594422099	34.8165148265	97
114.3614122194	34.8205512012	88
114.34765047	34.8162565171	130
114.3490452216	34.8175871647	19
114.3418408489	34.8201800494	97
114.3410452691	34.8191587529	105
114.3462568943	34.8181697958	249
114.3421864961	34.816987259	59
114.3525434816	34.8166429501	13
114.3621992736	34.8208155363	81
114.358117642	34.8181198482	184
114.3607437958	34.8211903972	157
114.3499794649	34.816729467	24
114.3436759634	34.8174418293	35
114.3602946901	34.8186503532	233
114.3530502455	34.8172535063	160
114.3560019828	34.8191674769	214
114.3505089599	34.8184116745	90
114.3569044223	34.8181886349	103
114.3583000171	34.8169168672	193
114.3515018948	34.8209708513	68
114.3488248883	34.8203960184	100
114.3593120163	34.8197411731	59
114.3465783499	34.8215700529	15
114.3567080099	34.8204415897	130
114.3451808142	34.8206779041	147
114.3564662414	34.8204091826	212
114.3436579709	34.8199373159	97
114.3441827622	34.8177714833	18
114.3591902279	34.8165287165	2
114.3468041711	34.8211756111	139
114.3419964419	34.8189116683	10
114.3454480179	34.8172374286	44
114.3593961374	34.8167879397	118
114.3485365813	34.8178917328	198
114.3555674695	34.8210727048	245
114.3599744903	34.8162002927	58
114.3620845499	34.8199534913	217
114.3416044416	34.8161914148	63
114.34957286	34.8175899279	197
114.3513319311	34.8213121666	194
114.3552355702	34.8210350252	9
114.3616287902	34.8164273603	134
114.3546793124	34.8161091928	214
114.3518146439	34.8193182132	14
114.3588246416	34.8179243732	67
114.356733435	34.8179824317	212
114.3607149738	34.8194404758	27
114.3446447608	34.8189100595	81
114.3590304087	34.819478674	53
114.3512063851	34.8162454965	38
114.3416340295	34.8171735241	241
114.3588545683	34.8182335514	197
114.345063163	34.8204613259	107
114.3514915635	34.8215407672	228
114.3489971002	34.8195225662	12
114.3580550077	34.8180649553	39
114.3472102539	34.8172963816	241
114.344951152	34.81783853	233
114.3582094521	34.8185951861	250
114.3543591517	34.8216536953	237
114.3561296066	34.8202463596	229
114.3605983165	34.8186909558	5
114.3559191147	34.8215212902	229
114.3539971471	34.8174097223	186
114.354909391	34.8176146259	64
114.3556101237	34.8203339757	50
114.3460915355	34.8172155235	41
114.3502726419	34.8209792566	85
114.3605267861	34.8169254631	128
114.360212777	34.8209374207	205
114.354614059	34.8163512827	147
114.3423334624	34.8190706142	247
114.3493628395	34.8181382346	176
114.3497791378	34.8205644667	162
114.353149968	34.8173388812	24
114.3539397777	34.8186754717	198
114.3536257086	34.8215109225	130
114.3472400348	34.8164772244	118
114.3429475603	34.8166263175	174
114.3528751497	34.8165142044	18
114.3461219464	34.8210517257	162
114.3494599448	34.8202183512	79
114.3459536925	34.8183220832	166
114.342172124	34.8206062576	165
114.3598752341	34.8179930471	48
114.3621484565	34.8184908897	92
114.349457187	34.8174210569	49
114.3490031727	34.8162978643	132
114.3583640597	34.8180020745	168
114.3554267716	34.8186917999	172
114.35129551	34.820406095	140
114.3580361839	34.8180242445	140
114.359662948	34.8183988031	238
114.3568778814	34.8200708742	88
114.3589336841	34.8198015751	139
114.3549230225	34.8194513364	130
114.3421876854	34.8189611036	156
114.3501926282	34.8172676954	4
114.3597467061	34.8161740127	59
114.3591412995	34.8185215538	235
114.3593849975	34.8188668555	225
114.344963348	34.8186848136	71
114.3529145263	34.8189010534	41
114.3522504429	34.8209125913	36
114.3523302638	34.8187102166	55
114.3537780262	34.819760488	122
114.3500239174	34.8171546264	74
114.356865314	34.8169841228	146
114.3497208459	34.8177428144	107
114.3606690456	34.8187522799	37
114.3446609963	34.8208211048	3
114.3445467455	34.8171303525	110
114.3429994289	34.8203176838	228
114.35013376	34.8204686002	89
114.3547895517	34.8166187622	243
114.3430434126	34.8178920602	235
114.3593249852	34.8179023899	194
114.3514109959	34.8208078615	65
114.3499701248	34.8208782051	159
114.341601643	34.820239795	162
114.3589186984	34.8172231294	18
114.3418095299	34.816362983	47
114.3505695537	34.8207358217	138
114.3475763407	34.8187930448	10
114.3531232424	34.8193848196	208
114.3453288416	34.8188035101	118
114.3460070396	34.8178333612	57
114.3457289714	34.8165717624	212
114.3581287059	34.8176691707	223
114.3533160283	34.8209933328	179
114.3437009587	34.8200379768	48
114.3502834506	34.8166116552	6
114.3536629241	34.8179486139	51
114.3592721921	34.8199123876	81
114.3500779064	34.8214226553	172
114.3483405563	34.820194818	123
114.3606248464	34.8205745349	232
114.3502220335	34.8196696289	209
114.353927486	34.8168483238	246
114.3505531169	34.8186415621	166
114.3548605555	34.8164107117	203
114.3552894055	34.8170809616	94
114.3552925194	34.8201222387	239
114.3543845447	34.8169160058	117
114.3448878411	34.819561696	236
114.3435053534	34.8164261313	223
114.3561625214	34.8196465142	212
114.342755912	34.819342843	126
114.3590108464	34.8169988272	128
114.3577253649	34.8210267057	100
114.3590259457	34.816524279	225
114.3566384847	34.8204416476	235
114.3430513317	34.8208871029	246
114.3618116696	34.8167902142	112
114.3533667527	34.8178874268	91
114.3454081426	34.821306813	101
114.3428522085	34.8168319235	52
114.3424946786	34.8167167171	86
114.3591263007	34.8161071463	107
114.3612116967	34.8203373655	114
114.3447273145	34.8186306792	174
114.3559151869	34.8214259677	41
114.3589680016	34.8193390134	234
114.3568412422	34.8202093113	192
114.3592772993	34.8203256312	233
114.3453627172	34.8190041529	113
114.3609979141	34.8177876578	234
114.360654742	34.8200504876	177
114.3497263654	34.8181383315	188
114.3560396183	34.8196967564	191
114.3478958298	34.8187641113	64
114.3479527474	34.8172014076	249
114.3425945786	34.8209002675	54
114.3455494025	34.8197592651	193
114.3609645673	34.8180830688	81
114.3524497188	34.8194895296	86
114.3436771584	34.8186335207	7
114.353092873	34.8192450466	151
114.3449288906	34.8171804784	243
114.3557513362	34.8164847668	152
114.3588055382	34.816809614	14
114.3420625375	34.8167532699	102
114.3459060069	34.8169244521	156
114.3555759402	34.816645428	52
114.3513018061	34.8211716636	114
114.3617344027	34.8205712552	12
114.3572818042	34.8194890396	162
114.362104703	34.8209472149	101
114.3552498046	34.8186578	120
114.3418971571	34.8199153707	178
114.3596814107	34.8176814672	193
114.36080293	34.8206664902	156
114.3611433552	34.8162642456	28
114.3551238123	34.8162349747	50
114.3614580396	34.8185023147	198
114.349454646	34.8205673435	83
114.3522508994	34.8161333773	64
114.3555126553	34.8215093347	181
114.3496941493	34.8215646391	162
114.3418334862	34.8212397952	86
114.3513333257	34.8214477786	101
114.3506839108	34.8188125565	216
114.3611148607	34.8175599107	64
114.3473256791	34.8197218243	198
114.3590972865	34.8208910914	30
114.35332031	34.821503674	49
114.3413589513	34.8161650195	58
114.3593562245	34.8182244416	133
114.3460409877	34.8192713851	56
114.3420242624	34.8181714051	163
114.3541016514	34.8189892271	78
114.3448656853	34.8208394145	143
114.3479105454	34.8163472435	172
114.3452976763	34.8170899317	223
114.3411413954	34.8189950799	182
114.3618417159	34.8205162314	3
114.345725136	34.8175981013	97
114.346838092	34.8211753809	21
114.34239625	34.817021869	107
114.3453783724	34.8208843236	194
114.3450440387	34.8207485946	124
114.3447274855	34.8167570993	11
114.3589866091	34.8208906847	43
114.3470293583	34.8164567002	243
114.3571820883	34.8192040914	193
114.3558532936	34.8191920995	213
114.3467804323	34.8188696785	143
114.3486485347	34.819671152	18
114.3562405146	34.8172899873	41
114.3599351346	34.8174932165	150
114.3480413768	34.8174664401	8
114.3617082273	34.8192589275	208
114.344367003	34.8205615984	202
114.3470974038	34.8214380321	70
114.3440716653	34.8198430862	232
114.3446372911	34.8171992208	66
114.3525869917	34.8167722055	56
114.3429357236	34.8206632873	122
114.3435302163	34.8161563573	82
114.354759779	34.8199777805	206
114.3423486142	34.816687656	203
114.3564431943	34.816294355	139
114.3615281388	34.8178386826	149
114.3571610578	34.8184939187	115
114.352975917	34.8201106461	1
114.3433767878	34.8191276788	49
114.3487001876	34.8164063268	41
114.3512233053	34.8202078702	101
114.3500959468	34.818536253	198
114.3490058691	34.821415777	65
114.3505232876	34.8165653194	117
114.3604433375	34.8173633359	220
114.3486041003	34.8214794007	148
114.3458977813	34.8188527192	155
114.3564413142	34.8186405106	246
114.3517952136	34.8180586453	5
114.3606487362	34.819478297	32
114.3509718033	34.8180314558	219
114.3479409288	34.818085158	22
114.3581919992	34.8179121488	231
114.360924184	34.8176072328	125
114.3475278942	34.8215714624	8
114.3586938589	34.8195634282	14
114.3531456626	34.8187512377	119
114.3556830562	34.8165501786	153
114.3522780026	34.8215414431	117
114.3484442458	34.8197320465	209
114.343115831	34.816139991	93
114.3610923813	34.8164402099	18
114.3528965238	34.8173365226	19
114.3422487743	34.8189322937	139
114.3573913459	34.8180396984	220
114.3462327106	34.8188799913	29
114.3579011948	34.8213623249	221
114.3599090431	34.8167751028	45
114.3464584026	34.819773662	231
114.3621987907	34.8188381304	22
114.3423029152	34.8171835496	177
114.3546244504	34.81672037	105
114.3556728745	34.8200868742	177
114.348790304	34.8181744576	217
114.3594854981	34.8197809505	195
114.3444386475	34.8163604215	56
114.3473556563	34.8200434095	189
114.3532724399	34.8169587867	52
114.3558539828	34.8190062683	160
114.3510273942	34.8197321134	105
114.3501944645	34.8181514228	9
114.3423773518	34.8187672888	38
114.3589271843	34.8205890267	52
114.3492303796	34.8169748034	138
114.3501526193	34.8163253412	139
114.3495471574	34.8194216377	18
114.3464656055	34.8177425914	229
114.341920078	34.8186042076	146
114.3482986865	34.8182851321	237
114.3558851325	34.817143495	236
114.357459656	34.8174075311	117
114.3535319558	34.8164965375	76
114.3594088822	34.8198687577	218
114.3423315771	34.8214967986	44
114.344265501	34.818399556	92
114.3415914638	34.8167671875	145
114.3434804611	34.8204795214	120
114.3413401591	34.8193507533	128
114.3614195753	34.8179444601	250
114.3471255181	34.8214361729	15
114.3612817162	34.817426548	201
114.3490456543	34.8178884584	67
114.3433367002	34.8211792928	49
114.3505597033	34.8197020624	32
114.3475605162	34.8184765464	132
114.3438840282	34.8201012131	104
114.3519541646	34.8186522347	29
114.3466357136	34.8210014207	105
114.3582561914	34.8215198847	4
114.3437659837	34.8168388763	228
114.3477308124	34.8196049425	36
114.3472029102	34.8162346694	184
114.3467023175	34.8177424735	194
114.3417011512	34.8181405439	70
114.3422936253	34.8192995795	47
114.3542279144	34.8216137973	96
114.3445561618	34.821474476	53
114.361078365	34.8199272712	143
114.3529433257	34.8214380731	173
114.3529788754	34.8193825488	58
114.3610537537	34.8207169137	114
114.3446926353	34.8165574383	175
114.3612188109	34.820963342	144
114.356812598	34.8209537985	98
114.358675809	34.8174475244	245
114.3563751205	34.8163697537	7
114.3514725161	34.8169045517	159
114.3488751181	34.8184330734	171
114.3475649211	34.8208831392	181
114.3592519684	34.8166611858	162
114.3606750782	34.8201495337	12
114.3416601484	34.8207999364	39
114.3501943061	34.8182378967	147
114.3523727078	34.816150745	250
114.3567447851	34.8183524211	233
114.3481899469	34.8216548569	103
114.3512202411	34.8187157113	167
114.3610725431	34.8163466421	80
114.3545234818	34.8208547931	28
114.3429964832	34.8211296172	1
114.3572262907	34.8174925756	144
114.3551177068	34.8192746672	232
114.3597462768	34.8169551821	33
114.3458997062	34.8202813058	211
114.3425859898	34.8210544382	12
114.3602767623	34.8164823562	132
114.361157621	34.8212325533	4
114.3419182611	34.8165669861	52
114.3575158025	34.8180776071	87
114.3478076778	34.8198477481	186
114.3581086021	34.8172888118	78
114.3571320506	34.8186743522	8
114.3479309576	34.8183403774	129
114.3594850705	34.8175029431	164
114.3578129932	34.8207080257	219
114.3499911105	34.8213559878	136
114.3519543843	34.8177055975	196
114.3445600482	34.8201901964	40
114.3613201325	34.8188523991	188
114.3494357406	34.8213286022	88
114.3556816522	34.8182237259	163
114.3469596496	34.8188360215	11
114.3454686778	34.8176294164	70
114.3603888458	34.8187229466	87
114.361019446	34.8214294968	243
114.3606463474	34.818984606	53
114.3587665136	34.8197997252	42
114.3482963198	34.8174685516	244
114.3420865717	34.8167648822	114
114.3525368732	34.8163538478	72
114.3461828096	34.8192911947	102
114.3609134037	34.8162111054	217
114.350045197	34.819519243	17
114.3425851657	34.8193607595	34
114.3454886724	34.8203770425	192
114.3554338581	34.8193769974	141
114.3590933071	34.8169949382	120
114.3435708143	34.8203106855	193
114.3433169334	34.8170561349	141
114.3556763314	34.8204373951	228
114.3586030307	34.8162208142	71
114.3431411851	34.8194523145	23
114.3411984675	34.8201896029	220
114.3419520408	34.8181563255	131
114.3601646081	34.8202067345	103
114.3519479625	34.8171492931	101
114.3514065655	34.8189175377	8
114.3473007503	34.8203309648	59
114.3548819761	34.8190735671	22
114.3457141358	34.8216570065	141
114.3435697775	34.8165174204	41
114.3442347305	34.8207962527	93
114.3451209202	34.8175105665	84
114.3541511622	34.8179091995	83
114.3426442611	34.8196764247	91
114.3517797799	34.8185604819	237
114.3412727868	34.8180909152	125
114.3494634868	34.8184624346	246
114.3468325494	34.8186295495	15
114.3420713193	34.8175817245	39
114.3440823283	34.8214205851	220
114.3424671082	34.8200938076	212
114.3411280935	34.8175509328	201
114.3603234029	34.8175354863	146
114.3617825632	34.8208353771	61
114.3552609926	34.8170714502	246
114.3435713012	34.8185655061	212
114.3548566667	34.8188856493	131
114.3621745878	34.8180851537	90
114.3619513809	34.8213019482	76
114.3418152722	34.8171871398	177
114.356224202	34.8205919964	2
114.36054726	34.8173078631	158
114.3573327053	34.8204271209	33
114.3586368642	34.8185217729	186
114.3463758765	34.8212772286	77
114.3545936686	34.821626157	128
114.3538451482	34.8180102286	236
114.3582018678	34.8192496776	42
114.3597903942	34.8180226073	230
114.3573728184	34.8166613127	17
114.3585611893	34.8207830707	246
114.3606996364	34.8187392365	52
114.3574926311	34.8209550542	143
114.3539500115	34.8162167416	194
114.3603037194	34.8167258908	174
114.3548352213	34.8173047382	220
114.3425979958	34.816210623	109
114.3427797942	34.8180542	105
114.3596780155	34.8187413366	82
114.3520370716	34.8184991543	98
114.351845396	34.8197650022	109
114.3509877759	34.8214007106	184
114.3581497005	34.8212658106	156
114.3517113509	34.8179464456	108
114.3537560875	34.8183580328	124
114.3486758081	34.8216073457	243
114.345448917	34.8211970126	55
114.3510927536	34.8178813876	215
114.3563536063	34.8181160711	83
114.3583595683	34.8204263717	176
114.3569314746	34.8173196086	200
114.3519672331	34.8188195869	248
114.3525531379	34.8212598048	244
114.360388605	34.8202660828	245
114.3535838543	34.8202489995	22
114.3569135039	34.8204253215	110
114.3488482612	34.8178799402	83
114.3467701845	34.8178310148	50
114.3497297887	34.8188659536	178
114.3517299222	34.8213717182	79
114.346598421	34.8203772128	178
114.3444176287	34.8192615564	34
114.3444467102	34.8187503951	176
114.3598023183	34.8167221706	49
114.3570126652	34.8191556942	94
114.3410670895	34.8184743124	4
114.3464451982	34.8189831085	222
114.3600434595	34.8201856234	2
114.3568407566	34.8179912972	158
114.3512153248	34.8180131917	136
114.3437017806	34.8187159873	69
114.3472282375	34.8179828535	89
114.3572677944	34.8206826229	3
114.3494958993	34.8171441561	136
114.3592554965	34.8197463325	76
114.3523531927	34.8182563563	177
114.3549175055	34.8204167725	240
114.3425520876	34.8208284627	39
114.3483847407	34.8197402958	4
114.3568603845	34.8199672932	216
114.3536860066	34.8173647684	156
114.3424829138	34.8167052472	199
114.3431820549	34.8196444378	46
114.3580119431	34.8183668153	227
114.3564122048	34.8186206851	215
114.3552948938	34.8175060608	64
114.3521070265	34.8189300473	126
114.34170461	34.82113662	84
114.3412537421	34.8170411814	86
114.3503497736	34.8188020382	197
114.3416799707	34.8165719306	206
114.3601848696	34.8210359359	16
114.3585641401	34.8161810853	189
114.3458188327	34.8213917326	76
114.3494474711	34.8186076273	111
114.3434446535	34.8194356881	83
114.3520160082	34.8166886836	185
114.3578698309	34.8161960839	107
114.349784759	34.816342661	219
114.3502350832	34.8194166053	63
114.3507567121	34.8210829469	98
114.3485404644	34.8188247361	120
114.3616282162	34.8213585117	131
114.3577150836	34.8199292765	237
114.3499454826	34.8193138132	139
114.3541154445	34.8163108945	49
114.3415255569	34.8174000309	247
114.3487885259	34.8200453954	99
114.3566201326	34.8198020993	99
114.3524845112	34.8182770148	5
114.3519372146	34.8172639365	92
114.3413923174	34.8173283224	247
114.3425116351	34.8208218398	104
114.3480612235	34.8177874644	69
114.3557621092	34.8175521049	24
114.3600070698	34.8185185041	73
114.3568387163	34.8200292977	100
114.3498846972	34.821389354	18
114.3523182175	34.8178957921	69
114.3605945767	34.8192853442	239
114.3468932296	34.8169708862	119
114.349193511	34.8176207855	152
114.357065474	34.8211701755	112
114.3508730268	34.820522275	229
114.3529809375	34.8173926021	175
114.3601970385	34.8170432116	47
114.3522282998	34.816928299	99
114.3564106982	34.8163645161	132
114.3585424906	34.8209275458	64
114.3504735203	34.8194579509	186
114.3459703647	34.8177525969	30
114.3507250702	34.8161747981	12
114.3574767607	34.818017288	42
114.3608847591	34.8215065134	164
114.3589042375	34.8207031008	15
114.3511116142	34.820317002	150
114.3518064891	34.8216200283	50
114.3486932997	34.8161677151	123
114.3471302421	34.8183493421	78
114.3469262601	34.8212003086	209
114.3547060852	34.8183314102	141
114.3603317011	34.8190826662	99
114.3450588249	34.8211657347	234
114.3503358745	34.8165627056	120
114.341512763	34.8165742019	198
114.3551120107	34.8204710716	110
114.3437884993	34.8200372341	236
114.3587786174	34.8169989388	151
114.3452231346	34.8164716006	53
114.3513375624	34.8202946026	89
114.361599505	34.8208831376	67
114.3548110483	34.8207572	216
114.3592736451	34.8208454941	173
114.3533426078	34.8161946629	157
114.3435570547	34.8213034194	217
114.3557782444	34.8211785284	232
114.3579192225	34.8208394203	48
114.3487448512	34.8192322915	133
114.357378799	34.8207848261	200
114.357695816	34.8197779741	140
114.346853318	34.8197555424	47
114.3576002507	34.8191129987	3
114.3586426167	34.8173162947	110
114.3584655889	34.8162518501	230
114.3449365876	34.8196452539	57
114.3425500903	34.8180175918	147
114.3616769867	34.818283067	163
114.3479866146	34.818975197	63
114.3494436731	34.8210508269	240
114.3483998497	34.8163605533	18
114.3428134095	34.8184875473	250
114.3581219973	34.8199882291	229
114.3448009722	34.817175908	80
114.3586289402	34.8165681158	88
114.347616745	34.8212477552	63
114.3469074073	34.8193734693	245
114.349050415	34.8193544316	126
114.3539813578	34.8163088527	223
114.3503449747	34.8167249314	138
114.3519471283	34.8210331347	147
114.3482585184	34.8170335025	110
114.3577113387	34.8187854874	222
114.3544547954	34.8169333923	249
114.3615377943	34.821645605	156
114.3614472203	34.8180116281	66
114.3529637266	34.8210327048	28
114.3416299562	34.8206490222	80
114.3574565881	34.8177363339	111
114.3439464783	34.8182778443	191
114.3477362142	34.820901939	88
114.357196614	34.8190120213	87
114.3410763707	34.8174664468	185
114.3517577516	34.819957525	230
114.3424663616	34.8161576206	164
114.3440079076	34.8185520695	115
114.3438839244	34.8178794387	153
114.3494461593	34.819267046	25
114.3495648765	34.8181641382	63
114.3411535104	34.8180577431	214
114.3583340994	34.8173323408	105
114.3559060274	34.8196387238	242
114.3504364939	34.8194805249	202
114.3558698247	34.8164891102	234
114.3522096181	34.8185654433	208
114.3494203502	34.8200387098	119
114.3610584994	34.8167147636	158
114.3556082975	34.8182506212	130
114.361987423	34.8194015066	31
114.342446615	34.8204227218	61
114.3614831422	34.8201495389	111
114.3589107019	34.8162865147	236
114.3468832746	34.8176316376	159
114.3584147107	34.8183373626	18
